July 5, 2024   18:08:40
Amperometric i-t Curve
File: 11
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.2
Sample Interval (s) = 0.03
Run Time (sec) = 4e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-5

Results:

Channel 1:

Time/sec, Current/A

3.000e-2, 1.036e-5
6.000e-2, 1.035e-5
9.000e-2, 1.035e-5
1.200e-1, 1.037e-5
1.500e-1, 1.038e-5
1.800e-1, 1.039e-5
2.100e-1, 1.038e-5
2.400e-1, 1.038e-5
2.700e-1, 1.037e-5
3.000e-1, 1.037e-5
3.300e-1, 1.035e-5
3.600e-1, 1.031e-5
3.900e-1, 1.031e-5
4.200e-1, 1.032e-5
4.500e-1, 1.046e-5
4.800e-1, 1.045e-5
5.100e-1, 1.047e-5
5.400e-1, 1.050e-5
5.700e-1, 1.049e-5
6.000e-1, 1.049e-5
6.300e-1, 1.049e-5
6.600e-1, 1.047e-5
6.900e-1, 1.049e-5
7.200e-1, 1.047e-5
7.500e-1, 1.042e-5
7.800e-1, 1.043e-5
8.100e-1, 1.045e-5
8.400e-1, 1.046e-5
8.700e-1, 1.048e-5
9.000e-1, 1.047e-5
9.300e-1, 1.055e-5
9.600e-1, 1.055e-5
9.900e-1, 1.055e-5
1.020e+0, 1.052e-5
1.050e+0, 1.056e-5
1.080e+0, 1.058e-5
1.110e+0, 1.060e-5
1.140e+0, 1.063e-5
1.170e+0, 1.063e-5
1.200e+0, 1.081e-5
1.230e+0, 1.098e-5
1.260e+0, 1.098e-5
1.290e+0, 1.109e-5
1.320e+0, 1.122e-5
1.350e+0, 1.121e-5
1.380e+0, 1.118e-5
1.410e+0, 1.122e-5
1.440e+0, 1.121e-5
1.470e+0, 1.120e-5
1.500e+0, 1.090e-5
1.530e+0, 1.111e-5
1.560e+0, 1.120e-5
1.590e+0, 1.135e-5
1.620e+0, 1.137e-5
1.650e+0, 1.135e-5
1.680e+0, 1.092e-5
1.710e+0, 1.130e-5
1.740e+0, 1.132e-5
1.770e+0, 1.153e-5
1.800e+0, 1.170e-5
1.830e+0, 1.180e-5
1.860e+0, 1.154e-5
1.890e+0, 1.147e-5
1.920e+0, 1.139e-5
1.950e+0, 1.113e-5
1.980e+0, 1.122e-5
2.010e+0, 1.106e-5
2.040e+0, 1.085e-5
2.070e+0, 1.081e-5
2.100e+0, 1.077e-5
2.130e+0, 1.067e-5
2.160e+0, 1.062e-5
2.190e+0, 1.068e-5
2.220e+0, 1.062e-5
2.250e+0, 1.056e-5
2.280e+0, 1.057e-5
2.310e+0, 1.056e-5
2.340e+0, 1.055e-5
2.370e+0, 1.070e-5
2.400e+0, 1.070e-5
2.430e+0, 1.074e-5
2.460e+0, 1.060e-5
2.490e+0, 1.063e-5
2.520e+0, 1.065e-5
2.550e+0, 1.068e-5
2.580e+0, 1.080e-5
2.610e+0, 1.084e-5
2.640e+0, 1.105e-5
2.670e+0, 1.100e-5
2.700e+0, 1.098e-5
2.730e+0, 1.101e-5
2.760e+0, 1.105e-5
2.790e+0, 1.108e-5
2.820e+0, 1.111e-5
2.850e+0, 1.112e-5
2.880e+0, 1.114e-5
2.910e+0, 1.118e-5
2.940e+0, 1.121e-5
2.970e+0, 1.123e-5
3.000e+0, 1.129e-5
3.030e+0, 1.136e-5
3.060e+0, 1.136e-5
3.090e+0, 1.135e-5
3.120e+0, 1.135e-5
3.150e+0, 1.140e-5
3.180e+0, 1.142e-5
3.210e+0, 1.141e-5
3.240e+0, 1.144e-5
3.270e+0, 1.144e-5
3.300e+0, 1.142e-5
3.330e+0, 1.144e-5
3.360e+0, 1.147e-5
3.390e+0, 1.149e-5
3.420e+0, 1.152e-5
3.450e+0, 1.157e-5
3.480e+0, 1.157e-5
3.510e+0, 1.156e-5
3.540e+0, 1.158e-5
3.570e+0, 1.157e-5
3.600e+0, 1.161e-5
3.630e+0, 1.165e-5
3.660e+0, 1.166e-5
3.690e+0, 1.168e-5
3.720e+0, 1.168e-5
3.750e+0, 1.165e-5
3.780e+0, 1.162e-5
3.810e+0, 1.159e-5
3.840e+0, 1.159e-5
3.870e+0, 1.159e-5
3.900e+0, 1.157e-5
3.930e+0, 1.153e-5
3.960e+0, 1.154e-5
3.990e+0, 1.159e-5
4.020e+0, 1.157e-5
4.050e+0, 1.157e-5
4.080e+0, 1.161e-5
4.110e+0, 1.164e-5
4.140e+0, 1.170e-5
4.170e+0, 1.174e-5
4.200e+0, 1.187e-5
4.230e+0, 1.189e-5
4.260e+0, 1.200e-5
4.290e+0, 1.201e-5
4.320e+0, 1.204e-5
4.350e+0, 1.205e-5
4.380e+0, 1.203e-5
4.410e+0, 1.204e-5
4.440e+0, 1.203e-5
4.470e+0, 1.203e-5
4.500e+0, 1.203e-5
4.530e+0, 1.200e-5
4.560e+0, 1.197e-5
4.590e+0, 1.198e-5
4.620e+0, 1.199e-5
4.650e+0, 1.199e-5
4.680e+0, 1.200e-5
4.710e+0, 1.200e-5
4.740e+0, 1.196e-5
4.770e+0, 1.192e-5
4.800e+0, 1.193e-5
4.830e+0, 1.196e-5
4.860e+0, 1.200e-5
4.890e+0, 1.202e-5
4.920e+0, 1.203e-5
4.950e+0, 1.203e-5
4.980e+0, 1.205e-5
5.010e+0, 1.204e-5
5.040e+0, 1.204e-5
5.070e+0, 1.204e-5
5.100e+0, 1.202e-5
5.130e+0, 1.199e-5
5.160e+0, 1.194e-5
5.190e+0, 1.193e-5
5.220e+0, 1.193e-5
5.250e+0, 1.192e-5
5.280e+0, 1.192e-5
5.310e+0, 1.194e-5
5.340e+0, 1.194e-5
5.370e+0, 1.192e-5
5.400e+0, 1.191e-5
5.430e+0, 1.192e-5
5.460e+0, 1.196e-5
5.490e+0, 1.199e-5
5.520e+0, 1.202e-5
5.550e+0, 1.206e-5
5.580e+0, 1.204e-5
5.610e+0, 1.204e-5
5.640e+0, 1.203e-5
5.670e+0, 1.201e-5
5.700e+0, 1.199e-5
5.730e+0, 1.196e-5
5.760e+0, 1.198e-5
5.790e+0, 1.195e-5
5.820e+0, 1.195e-5
5.850e+0, 1.195e-5
