July 5, 2024   17:49:30
Amperometric i-t Curve
File: 10
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.2
Sample Interval (s) = 0.03
Run Time (sec) = 4e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-5

Results:

Channel 1:

Time/sec, Current/A

3.000e-2, 6.440e-9
6.000e-2, 6.194e-9
9.000e-2, 5.243e-9
1.200e-1, 6.204e-9
1.500e-1, 6.371e-9
1.800e-1, 4.644e-9
2.100e-1, 6.489e-9
2.400e-1, 6.508e-9
2.700e-1, 6.577e-9
3.000e-1, 5.724e-9
3.300e-1, 6.577e-9
3.600e-1, 6.744e-9
3.900e-1, 3.634e-9
4.200e-1, 6.695e-9
4.500e-1, 6.960e-9
4.800e-1, 6.450e-9
5.100e-1, 7.126e-9
5.400e-1, 7.038e-9
5.700e-1, 7.195e-9
6.000e-1, 4.919e-9
6.300e-1, 7.107e-9
6.600e-1, 6.911e-9
6.900e-1, 4.958e-9
7.200e-1, 6.567e-9
7.500e-1, 6.518e-9
7.800e-1, 6.871e-9
8.100e-1, 5.390e-9
8.400e-1, 6.871e-9
8.700e-1, 7.489e-9
9.000e-1, 4.939e-9
9.300e-1, 6.685e-9
9.600e-1, 6.548e-9
9.900e-1, 6.077e-9
1.020e+0, 6.842e-9
1.050e+0, 7.087e-9
1.080e+0, 7.019e-9
1.110e+0, 5.576e-9
1.140e+0, 6.754e-9
1.170e+0, 6.793e-9
1.200e+0, 5.606e-9
1.230e+0, 6.871e-9
1.260e+0, 6.656e-9
1.290e+0, 6.714e-9
1.320e+0, 5.782e-9
1.350e+0, 6.695e-9
1.380e+0, 6.803e-9
1.410e+0, 5.890e-9
1.440e+0, 6.901e-9
1.470e+0, 6.685e-9
1.500e+0, 6.891e-9
1.530e+0, 6.616e-9
1.560e+0, 6.803e-9
1.590e+0, 6.901e-9
1.620e+0, 5.204e-9
1.650e+0, 6.842e-9
1.680e+0, 6.862e-9
1.710e+0, 6.126e-9
1.740e+0, 6.813e-9
1.770e+0, 6.862e-9
1.800e+0, 6.950e-9
1.830e+0, 5.714e-9
1.860e+0, 6.832e-9
1.890e+0, 6.508e-9
1.920e+0, 6.145e-9
1.950e+0, 6.705e-9
1.980e+0, 6.695e-9
2.010e+0, 6.656e-9
2.040e+0, 5.841e-9
2.070e+0, 6.675e-9
2.100e+0, 6.616e-9
2.130e+0, 4.635e-9
2.160e+0, 7.107e-9
2.190e+0, 6.999e-9
2.220e+0, 5.920e-9
2.250e+0, 6.518e-9
2.280e+0, 6.989e-9
2.310e+0, 6.920e-9
2.340e+0, 5.684e-9
2.370e+0, 6.783e-9
2.400e+0, 6.656e-9
2.430e+0, 5.105e-9
2.460e+0, 6.950e-9
2.490e+0, 6.881e-9
2.520e+0, 6.822e-9
2.550e+0, 5.930e-9
2.580e+0, 6.871e-9
2.610e+0, 6.813e-9
2.640e+0, 5.233e-9
2.670e+0, 6.803e-9
2.700e+0, 6.862e-9
2.730e+0, 6.665e-9
2.760e+0, 6.351e-9
2.790e+0, 7.058e-9
2.820e+0, 6.960e-9
2.850e+0, 4.223e-9
2.880e+0, 6.970e-9
2.910e+0, 7.068e-9
2.940e+0, 6.116e-9
2.970e+0, 7.274e-9
3.000e+0, 6.891e-9
3.030e+0, 7.313e-9
3.060e+0, 5.733e-9
3.090e+0, 7.597e-9
3.120e+0, 7.293e-9
3.150e+0, 5.145e-9
3.180e+0, 7.009e-9
3.210e+0, 7.136e-9
3.240e+0, 6.950e-9
3.270e+0, 6.675e-9
3.300e+0, 7.028e-9
3.330e+0, 6.989e-9
3.360e+0, 4.968e-9
3.390e+0, 6.714e-9
3.420e+0, 6.901e-9
3.450e+0, 6.410e-9
3.480e+0, 7.058e-9
3.510e+0, 6.783e-9
3.540e+0, 6.793e-9
3.570e+0, 5.194e-9
3.600e+0, 6.822e-9
3.630e+0, 6.803e-9
3.660e+0, 5.478e-9
3.690e+0, 6.813e-9
3.720e+0, 6.881e-9
3.750e+0, 6.862e-9
3.780e+0, 6.145e-9
3.810e+0, 4.752e-9
3.840e+0, 6.901e-9
3.870e+0, 5.321e-9
3.900e+0, 7.195e-9
3.930e+0, 7.097e-9
3.960e+0, 6.322e-9
3.990e+0, 6.371e-9
4.020e+0, 6.607e-9
4.050e+0, 6.842e-9
4.080e+0, 4.615e-9
4.110e+0, 6.744e-9
4.140e+0, 6.813e-9
4.170e+0, 6.136e-9
4.200e+0, 7.077e-9
4.230e+0, 7.058e-9
4.260e+0, 6.950e-9
4.290e+0, 5.410e-9
4.320e+0, 6.881e-9
4.350e+0, 6.803e-9
4.380e+0, 5.341e-9
4.410e+0, 5.616e-9
4.440e+0, 4.370e-9
4.470e+0, 6.607e-9
4.500e+0, 6.705e-9
4.530e+0, 6.783e-9
4.560e+0, 6.518e-9
4.590e+0, 3.801e-9
4.620e+0, 6.734e-9
4.650e+0, 6.832e-9
4.680e+0, 5.674e-9
4.710e+0, 8.294e-9
4.740e+0, 6.646e-9
4.770e+0, 6.685e-9
4.800e+0, 5.939e-9
4.830e+0, 6.960e-9
4.860e+0, 6.950e-9
4.890e+0, 4.154e-9
4.920e+0, 7.087e-9
4.950e+0, 7.038e-9
4.980e+0, 6.852e-9
5.010e+0, 5.900e-9
5.040e+0, 6.783e-9
5.070e+0, 6.871e-9
5.100e+0, 4.340e-9
5.130e+0, 4.458e-9
5.160e+0, 6.734e-9
5.190e+0, 5.370e-9
5.220e+0, 6.724e-9
5.250e+0, 6.793e-9
5.280e+0, 6.803e-9
5.310e+0, 5.037e-9
5.340e+0, 6.871e-9
5.370e+0, 7.009e-9
5.400e+0, 5.704e-9
5.430e+0, 6.881e-9
5.460e+0, 6.754e-9
5.490e+0, 6.724e-9
5.520e+0, 5.900e-9
5.550e+0, 7.028e-9
5.580e+0, 7.077e-9
5.610e+0, 5.341e-9
5.640e+0, 6.970e-9
5.670e+0, 6.773e-9
5.700e+0, 6.302e-9
5.730e+0, 5.429e-9
5.760e+0, 6.744e-9
5.790e+0, 6.646e-9
5.820e+0, 4.272e-9
5.850e+0, 6.911e-9
5.880e+0, 6.724e-9
5.910e+0, 5.498e-9
5.940e+0, 6.744e-9
5.970e+0, 6.822e-9
6.000e+0, 6.891e-9
6.030e+0, 6.175e-9
6.060e+0, 6.871e-9
6.090e+0, 6.783e-9
6.120e+0, 5.400e-9
6.150e+0, 6.940e-9
6.180e+0, 6.989e-9
6.210e+0, 7.166e-9
6.240e+0, 6.695e-9
6.270e+0, 6.960e-9
6.300e+0, 6.763e-9
6.330e+0, 4.281e-9
6.360e+0, 6.695e-9
6.390e+0, 6.391e-9
6.420e+0, 6.077e-9
6.450e+0, 6.842e-9
6.480e+0, 6.763e-9
6.510e+0, 7.048e-9
6.540e+0, 6.087e-9
6.570e+0, 6.636e-9
6.600e+0, 6.813e-9
6.630e+0, 4.183e-9
6.660e+0, 6.881e-9
6.690e+0, 7.019e-9
6.720e+0, 6.754e-9
6.750e+0, 5.429e-9
6.780e+0, 6.891e-9
6.810e+0, 6.793e-9
6.840e+0, 5.262e-9
6.870e+0, 6.675e-9
6.900e+0, 6.528e-9
6.930e+0, 5.625e-9
6.960e+0, 5.782e-9
6.990e+0, 6.685e-9
7.020e+0, 6.695e-9
7.050e+0, 5.076e-9
7.080e+0, 6.705e-9
7.110e+0, 6.577e-9
