July 5, 2024   17:28:17
Amperometric i-t Curve
File: 3
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.1
Sample Interval (s) = 0.02
Run Time (sec) = 4e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-5

Results:

Channel 1:

Time/sec, Current/A

2.000e-2, 2.905e-6
4.000e-2, 2.913e-6
6.000e-2, 2.911e-6
8.000e-2, 2.924e-6
1.000e-1, 2.930e-6
1.200e-1, 2.918e-6
1.400e-1, 2.908e-6
1.600e-1, 2.906e-6
1.800e-1, 2.905e-6
2.000e-1, 2.896e-6
2.200e-1, 2.898e-6
2.400e-1, 2.907e-6
2.600e-1, 2.908e-6
2.800e-1, 2.921e-6
3.000e-1, 2.932e-6
3.200e-1, 2.951e-6
3.400e-1, 2.933e-6
3.600e-1, 2.917e-6
3.800e-1, 2.876e-6
4.000e-1, 2.892e-6
4.200e-1, 2.900e-6
4.400e-1, 2.880e-6
4.600e-1, 2.918e-6
4.800e-1, 2.968e-6
5.000e-1, 2.975e-6
5.200e-1, 3.043e-6
5.400e-1, 3.031e-6
5.600e-1, 3.051e-6
5.800e-1, 3.146e-6
6.000e-1, 3.200e-6
6.200e-1, 3.207e-6
6.400e-1, 3.221e-6
6.600e-1, 3.196e-6
6.800e-1, 3.195e-6
7.000e-1, 3.207e-6
7.200e-1, 3.198e-6
7.400e-1, 3.188e-6
7.600e-1, 3.193e-6
7.800e-1, 3.134e-6
8.000e-1, 3.080e-6
8.200e-1, 3.092e-6
8.400e-1, 3.088e-6
8.600e-1, 3.091e-6
8.800e-1, 3.113e-6
9.000e-1, 3.088e-6
9.200e-1, 3.085e-6
9.400e-1, 3.088e-6
9.600e-1, 3.089e-6
9.800e-1, 3.085e-6
1.000e+0, 3.089e-6
1.020e+0, 3.107e-6
1.040e+0, 3.127e-6
1.060e+0, 3.203e-6
1.080e+0, 3.220e-6
1.100e+0, 3.225e-6
1.120e+0, 3.226e-6
1.140e+0, 3.219e-6
1.160e+0, 3.193e-6
1.180e+0, 3.169e-6
1.200e+0, 3.185e-6
1.220e+0, 3.176e-6
1.240e+0, 3.156e-6
1.260e+0, 3.160e-6
1.280e+0, 3.152e-6
1.300e+0, 3.295e-6
1.320e+0, 3.367e-6
1.340e+0, 3.455e-6
1.360e+0, 3.498e-6
1.380e+0, 3.506e-6
1.400e+0, 3.505e-6
1.420e+0, 3.490e-6
1.440e+0, 3.488e-6
1.460e+0, 3.489e-6
1.480e+0, 3.479e-6
1.500e+0, 3.455e-6
1.520e+0, 3.448e-6
1.540e+0, 3.464e-6
1.560e+0, 3.468e-6
1.580e+0, 3.487e-6
1.600e+0, 3.496e-6
1.620e+0, 3.549e-6
1.640e+0, 3.553e-6
1.660e+0, 3.562e-6
1.680e+0, 3.587e-6
1.700e+0, 3.584e-6
1.720e+0, 3.533e-6
1.740e+0, 3.529e-6
1.760e+0, 3.528e-6
1.780e+0, 3.534e-6
1.800e+0, 3.526e-6
1.820e+0, 3.521e-6
1.840e+0, 3.520e-6
1.860e+0, 3.519e-6
1.880e+0, 3.524e-6
1.900e+0, 3.521e-6
1.920e+0, 3.524e-6
1.940e+0, 3.515e-6
1.960e+0, 3.468e-6
1.980e+0, 3.404e-6
2.000e+0, 3.408e-6
2.020e+0, 3.425e-6
2.040e+0, 3.601e-6
2.060e+0, 3.712e-6
2.080e+0, 3.719e-6
2.100e+0, 3.730e-6
2.120e+0, 3.782e-6
2.140e+0, 3.788e-6
2.160e+0, 3.786e-6
2.180e+0, 3.772e-6
2.200e+0, 3.768e-6
2.220e+0, 3.773e-6
2.240e+0, 3.756e-6
2.260e+0, 3.724e-6
2.280e+0, 3.733e-6
2.300e+0, 3.730e-6
2.320e+0, 3.731e-6
2.340e+0, 3.735e-6
2.360e+0, 3.730e-6
2.380e+0, 3.730e-6
2.400e+0, 3.717e-6
2.420e+0, 3.687e-6
2.440e+0, 3.682e-6
2.460e+0, 3.689e-6
2.480e+0, 3.629e-6
