July 5, 2024   17:31:38
2.139e+1, 3.147e-6
2.142e+1, 3.148e-6
2.145e+1, 3.172e-6
2.148e+1, 3.563e-6
2.151e+1, 3.922e-6
2.154e+1, 4.023e-6
2.157e+1, 4.129e-6
2.160e+1, 4.152e-6
2.163e+1, 4.113e-6
2.166e+1, 4.121e-6
2.169e+1, 4.028e-6
2.172e+1, 3.901e-6
2.175e+1, 3.912e-6
2.178e+1, 3.927e-6
2.181e+1, 3.939e-6
2.184e+1, 3.838e-6
2.187e+1, 3.827e-6
2.190e+1, 3.843e-6
2.193e+1, 3.557e-6
2.196e+1, 3.529e-6
2.199e+1, 3.439e-6
2.202e+1, 3.333e-6
2.205e+1, 3.357e-6
2.208e+1, 3.370e-6
2.211e+1, 3.298e-6
2.214e+1, 3.292e-6
2.217e+1, 3.351e-6
2.220e+1, 3.349e-6
2.223e+1, 3.282e-6
2.226e+1, 3.273e-6
2.229e+1, 3.514e-6
2.232e+1, 3.963e-6
2.235e+1, 4.159e-6
2.238e+1, 4.154e-6
2.241e+1, 4.152e-6
2.244e+1, 4.170e-6
2.247e+1, 4.259e-6
2.250e+1, 4.237e-6
2.253e+1, 4.032e-6
2.256e+1, 4.015e-6
2.259e+1, 4.016e-6
2.262e+1, 4.018e-6
2.265e+1, 4.015e-6
2.268e+1, 4.016e-6
2.271e+1, 3.932e-6
2.274e+1, 3.844e-6
2.277e+1, 3.610e-6
2.280e+1, 3.588e-6
2.283e+1, 3.579e-6
2.286e+1, 3.581e-6
2.289e+1, 3.578e-6
2.292e+1, 3.580e-6
2.295e+1, 3.579e-6
2.298e+1, 3.585e-6
2.301e+1, 3.553e-6
2.304e+1, 3.299e-6
2.307e+1, 3.237e-6
2.310e+1, 3.249e-6
2.313e+1, 3.768e-6
2.316e+1, 3.986e-6
2.319e+1, 4.042e-6
2.322e+1, 4.089e-6
2.325e+1, 4.110e-6
2.328e+1, 4.119e-6
2.331e+1, 4.166e-6
2.334e+1, 4.228e-6
2.337e+1, 4.203e-6
2.340e+1, 4.197e-6
2.343e+1, 4.189e-6
2.346e+1, 4.190e-6
2.349e+1, 4.163e-6
2.352e+1, 4.083e-6
2.355e+1, 3.875e-6
2.358e+1, 3.864e-6
2.361e+1, 3.767e-6
2.364e+1, 3.745e-6
2.367e+1, 3.419e-6
2.370e+1, 3.436e-6
2.373e+1, 3.467e-6
2.376e+1, 3.458e-6
2.379e+1, 3.432e-6
2.382e+1, 3.391e-6
2.385e+1, 3.332e-6
2.388e+1, 3.288e-6
2.391e+1, 3.372e-6
2.394e+1, 3.893e-6
2.397e+1, 3.988e-6
2.400e+1, 4.042e-6
2.403e+1, 4.100e-6
2.406e+1, 4.139e-6
2.409e+1, 4.054e-6
2.412e+1, 4.059e-6
2.415e+1, 3.968e-6
2.418e+1, 3.940e-6
2.421e+1, 3.963e-6
2.424e+1, 3.924e-6
2.427e+1, 3.870e-6
2.430e+1, 3.835e-6
2.433e+1, 3.842e-6
2.436e+1, 3.834e-6
2.439e+1, 3.549e-6
2.442e+1, 3.372e-6
2.445e+1, 3.358e-6
2.448e+1, 3.323e-6
2.451e+1, 3.322e-6
2.454e+1, 3.285e-6
2.457e+1, 3.207e-6
2.460e+1, 3.205e-6
2.463e+1, 3.123e-6
2.466e+1, 3.185e-6
2.469e+1, 3.277e-6
2.472e+1, 3.919e-6
2.475e+1, 4.194e-6
2.478e+1, 4.244e-6
2.481e+1, 4.242e-6
2.484e+1, 4.212e-6
2.487e+1, 4.214e-6
2.490e+1, 4.215e-6
2.493e+1, 4.226e-6
2.496e+1, 4.201e-6
2.499e+1, 4.215e-6
2.502e+1, 4.223e-6
2.505e+1, 4.242e-6
2.508e+1, 4.161e-6
2.511e+1, 4.086e-6
2.514e+1, 4.064e-6
2.517e+1, 4.027e-6
2.520e+1, 4.012e-6
2.523e+1, 3.621e-6
2.526e+1, 3.562e-6
2.529e+1, 3.566e-6
2.532e+1, 3.546e-6
2.535e+1, 3.532e-6
2.538e+1, 3.516e-6
2.541e+1, 3.462e-6
2.544e+1, 3.421e-6
2.547e+1, 3.334e-6
2.550e+1, 3.328e-6
2.553e+1, 3.507e-6
2.556e+1, 4.082e-6
2.559e+1, 4.334e-6
2.562e+1, 4.348e-6
2.565e+1, 4.344e-6
2.568e+1, 4.331e-6
2.571e+1, 4.332e-6
2.574e+1, 4.333e-6
2.577e+1, 4.323e-6
2.580e+1, 4.318e-6
2.583e+1, 4.339e-6
2.586e+1, 4.313e-6
2.589e+1, 4.244e-6
2.592e+1, 4.154e-6
2.595e+1, 4.064e-6
2.598e+1, 4.046e-6
2.601e+1, 4.038e-6
2.604e+1, 3.890e-6
2.607e+1, 3.868e-6
2.610e+1, 3.865e-6
2.613e+1, 3.592e-6
2.616e+1, 3.516e-6
2.619e+1, 3.484e-6
2.622e+1, 3.452e-6
2.625e+1, 3.468e-6
2.628e+1, 3.450e-6
2.631e+1, 3.410e-6
2.634e+1, 3.315e-6
2.637e+1, 3.272e-6
2.640e+1, 3.241e-6
2.643e+1, 3.321e-6
2.646e+1, 3.709e-6
2.649e+1, 4.099e-6
2.652e+1, 4.282e-6
2.655e+1, 4.341e-6
2.658e+1, 4.334e-6
2.661e+1, 4.297e-6
2.664e+1, 4.287e-6
2.667e+1, 4.286e-6
2.670e+1, 4.196e-6
2.673e+1, 4.086e-6
2.676e+1, 4.109e-6
2.679e+1, 4.070e-6
2.682e+1, 4.024e-6
2.685e+1, 4.020e-6
2.688e+1, 4.011e-6
2.691e+1, 3.991e-6
2.694e+1, 3.989e-6
2.697e+1, 3.956e-6
2.700e+1, 3.640e-6
2.703e+1, 3.628e-6
2.706e+1, 3.628e-6
2.709e+1, 3.501e-6
2.712e+1, 3.406e-6
2.715e+1, 3.383e-6
2.718e+1, 3.335e-6
2.721e+1, 3.327e-6
2.724e+1, 3.355e-6
2.727e+1, 3.379e-6
2.730e+1, 3.336e-6
2.733e+1, 3.559e-6
2.736e+1, 3.858e-6
2.739e+1, 3.963e-6
2.742e+1, 4.038e-6
2.745e+1, 4.048e-6
2.748e+1, 3.971e-6
2.751e+1, 3.898e-6
2.754e+1, 3.902e-6
2.757e+1, 3.802e-6
2.760e+1, 3.816e-6
2.763e+1, 3.820e-6
