July 5, 2024   18:56:29
Amperometric i-t Curve
File: 14
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.2
Sample Interval (s) = 0.01
Run Time (sec) = 4e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-5

Results:

Channel 1:

Time/sec, Current/A

1.000e-2, 5.975e-6
2.000e-2, 6.398e-6
3.000e-2, 6.040e-6
4.000e-2, 6.073e-6
5.000e-2, 5.831e-6
6.000e-2, 5.580e-6
7.000e-2, 4.350e-6
8.000e-2, 3.845e-6
9.000e-2, 3.428e-6
1.000e-1, 3.664e-6
1.100e-1, 3.449e-6
1.200e-1, 3.216e-6
1.300e-1, 3.020e-6
1.400e-1, 2.729e-6
1.500e-1, 2.220e-6
1.600e-1, 1.824e-6
1.700e-1, 1.245e-6
1.800e-1, 6.623e-7
1.900e-1, 1.104e-7
2.000e-1, 3.990e-8
2.100e-1, -2.754e-8
2.200e-1, 3.684e-8
2.300e-1, -3.061e-8
2.400e-1, 3.990e-8
2.500e-1, -3.061e-8
2.600e-1, 3.990e-8
2.700e-1, -3.368e-8
2.800e-1, 4.297e-8
2.900e-1, -3.674e-8
3.000e-1, 4.604e-8
3.100e-1, -3.981e-8
3.200e-1, 4.297e-8
3.300e-1, -3.981e-8
3.400e-1, 1.227e-7
3.500e-1, -3.061e-8
3.600e-1, 4.910e-8
3.700e-1, 8.248e-7
3.800e-1, 2.048e-6
3.900e-1, 2.011e-6
4.000e-1, 2.753e-6
4.100e-1, 3.504e-6
4.200e-1, 4.344e-6
4.300e-1, 5.197e-6
4.400e-1, 6.426e-6
4.500e-1, 6.938e-6
4.600e-1, 7.613e-6
4.700e-1, 7.849e-6
4.800e-1, 8.492e-6
4.900e-1, 8.811e-6
5.000e-1, 9.507e-6
5.100e-1, 1.020e-5
5.200e-1, 1.046e-5
5.300e-1, 1.022e-5
5.400e-1, 1.049e-5
5.500e-1, 1.071e-5
5.600e-1, 1.071e-5
5.700e-1, 1.083e-5
5.800e-1, 1.093e-5
5.900e-1, 1.108e-5
6.000e-1, 1.136e-5
6.100e-1, 1.128e-5
6.200e-1, 1.125e-5
6.300e-1, 1.125e-5
6.400e-1, 1.146e-5
6.500e-1, 1.167e-5
6.600e-1, 1.192e-5
6.700e-1, 1.224e-5
6.800e-1, 1.244e-5
6.900e-1, 1.244e-5
7.000e-1, 1.279e-5
7.100e-1, 1.278e-5
7.200e-1, 1.296e-5
7.300e-1, 1.285e-5
7.400e-1, 1.318e-5
7.500e-1, 1.389e-5
7.600e-1, 1.444e-5
7.700e-1, 1.436e-5
7.800e-1, 1.465e-5
7.900e-1, 1.473e-5
8.000e-1, 1.482e-5
8.100e-1, 1.484e-5
8.200e-1, 1.492e-5
8.300e-1, 1.486e-5
8.400e-1, 1.481e-5
8.500e-1, 1.470e-5
8.600e-1, 1.476e-5
8.700e-1, 1.466e-5
8.800e-1, 1.468e-5
8.900e-1, 1.460e-5
9.000e-1, 1.468e-5
9.100e-1, 1.464e-5
9.200e-1, 1.473e-5
9.300e-1, 1.469e-5
9.400e-1, 1.489e-5
9.500e-1, 1.469e-5
9.600e-1, 1.425e-5
9.700e-1, 1.395e-5
9.800e-1, 1.410e-5
9.900e-1, 1.408e-5
1.000e+0, 1.418e-5
1.010e+0, 1.412e-5
1.020e+0, 1.423e-5
1.030e+0, 1.400e-5
1.040e+0, 1.378e-5
1.050e+0, 1.351e-5
1.060e+0, 1.353e-5
1.070e+0, 1.334e-5
1.080e+0, 1.338e-5
1.090e+0, 1.325e-5
1.100e+0, 1.331e-5
1.110e+0, 1.323e-5
1.120e+0, 1.329e-5
1.130e+0, 1.324e-5
1.140e+0, 1.324e-5
1.150e+0, 1.315e-5
1.160e+0, 1.319e-5
1.170e+0, 1.305e-5
1.180e+0, 1.305e-5
1.190e+0, 1.294e-5
1.200e+0, 1.305e-5
1.210e+0, 1.298e-5
1.220e+0, 1.299e-5
1.230e+0, 1.292e-5
1.240e+0, 1.299e-5
1.250e+0, 1.294e-5
1.260e+0, 1.300e-5
1.270e+0, 1.297e-5
1.280e+0, 1.306e-5
1.290e+0, 1.297e-5
1.300e+0, 1.301e-5
1.310e+0, 1.295e-5
1.320e+0, 1.298e-5
1.330e+0, 1.289e-5
1.340e+0, 1.290e-5
1.350e+0, 1.270e-5
1.360e+0, 1.282e-5
1.370e+0, 1.274e-5
1.380e+0, 1.279e-5
1.390e+0, 1.278e-5
1.400e+0, 1.279e-5
1.410e+0, 1.278e-5
1.420e+0, 1.291e-5
1.430e+0, 1.292e-5
1.440e+0, 1.305e-5
1.450e+0, 1.327e-5
1.460e+0, 1.384e-5
1.470e+0, 1.393e-5
1.480e+0, 1.450e-5
1.490e+0, 1.463e-5
1.500e+0, 1.506e-5
1.510e+0, 1.500e-5
1.520e+0, 1.493e-5
1.530e+0, 1.496e-5
1.540e+0, 1.511e-5
1.550e+0, 1.507e-5
1.560e+0, 1.520e-5
1.570e+0, 1.514e-5
1.580e+0, 1.523e-5
1.590e+0, 1.520e-5
1.600e+0, 1.527e-5
1.610e+0, 1.518e-5
1.620e+0, 1.529e-5
1.630e+0, 1.524e-5
1.640e+0, 1.526e-5
1.650e+0, 1.527e-5
1.660e+0, 1.549e-5
1.670e+0, 1.540e-5
1.680e+0, 1.543e-5
1.690e+0, 1.541e-5
1.700e+0, 1.550e-5
1.710e+0, 1.543e-5
1.720e+0, 1.551e-5
1.730e+0, 1.544e-5
1.740e+0, 1.548e-5
1.750e+0, 1.548e-5
1.760e+0, 1.555e-5
1.770e+0, 1.548e-5
1.780e+0, 1.554e-5
1.790e+0, 1.543e-5
1.800e+0, 1.553e-5
1.810e+0, 1.546e-5
1.820e+0, 1.553e-5
1.830e+0, 1.544e-5
1.840e+0, 1.547e-5
1.850e+0, 1.542e-5
1.860e+0, 1.536e-5
1.870e+0, 1.531e-5
1.880e+0, 1.504e-5
1.890e+0, 1.511e-5
1.900e+0, 1.511e-5
1.910e+0, 1.507e-5
1.920e+0, 1.509e-5
1.930e+0, 1.503e-5
1.940e+0, 1.507e-5
1.950e+0, 1.503e-5
1.960e+0, 1.511e-5
1.970e+0, 1.508e-5
1.980e+0, 1.527e-5
1.990e+0, 1.519e-5
2.000e+0, 1.522e-5
2.010e+0, 1.515e-5
2.020e+0, 1.521e-5
2.030e+0, 1.512e-5
2.040e+0, 1.516e-5
2.050e+0, 1.512e-5
2.060e+0, 1.518e-5
2.070e+0, 1.513e-5
2.080e+0, 1.520e-5
2.090e+0, 1.512e-5
2.100e+0, 1.521e-5
2.110e+0, 1.516e-5
2.120e+0, 1.519e-5
2.130e+0, 1.508e-5
2.140e+0, 1.507e-5
2.150e+0, 1.506e-5
2.160e+0, 1.518e-5
2.170e+0, 1.526e-5
2.180e+0, 1.565e-5
2.190e+0, 1.562e-5
2.200e+0, 1.551e-5
2.210e+0, 1.537e-5
2.220e+0, 1.545e-5
2.230e+0, 1.574e-5
2.240e+0, 1.590e-5
2.250e+0, 1.586e-5
2.260e+0, 1.599e-5
2.270e+0, 1.591e-5
2.280e+0, 1.599e-5
2.290e+0, 1.599e-5
2.300e+0, 1.613e-5
2.310e+0, 1.604e-5
2.320e+0, 1.606e-5
2.330e+0, 1.599e-5
2.340e+0, 1.606e-5
2.350e+0, 1.598e-5
2.360e+0, 1.603e-5
2.370e+0, 1.592e-5
2.380e+0, 1.594e-5
2.390e+0, 1.584e-5
2.400e+0, 1.582e-5
2.410e+0, 1.553e-5
2.420e+0, 1.558e-5
2.430e+0, 1.557e-5
2.440e+0, 1.566e-5
2.450e+0, 1.562e-5
2.460e+0, 1.568e-5
2.470e+0, 1.562e-5
2.480e+0, 1.570e-5
2.490e+0, 1.564e-5
2.500e+0, 1.570e-5
2.510e+0, 1.566e-5
2.520e+0, 1.575e-5
2.530e+0, 1.568e-5
2.540e+0, 1.573e-5
2.550e+0, 1.567e-5
2.560e+0, 1.574e-5
2.570e+0, 1.570e-5
2.580e+0, 1.578e-5
2.590e+0, 1.573e-5
2.600e+0, 1.580e-5
2.610e+0, 1.575e-5
2.620e+0, 1.581e-5
2.630e+0, 1.573e-5
2.640e+0, 1.577e-5
2.650e+0, 1.572e-5
2.660e+0, 1.580e-5
2.670e+0, 1.568e-5
2.680e+0, 1.576e-5
2.690e+0, 1.569e-5
2.700e+0, 1.576e-5
2.710e+0, 1.571e-5
2.720e+0, 1.579e-5
2.730e+0, 1.567e-5
2.740e+0, 1.571e-5
2.750e+0, 1.566e-5
2.760e+0, 1.572e-5
2.770e+0, 1.557e-5
2.780e+0, 1.561e-5
2.790e+0, 1.557e-5
2.800e+0, 1.565e-5
2.810e+0, 1.561e-5
2.820e+0, 1.573e-5
2.830e+0, 1.568e-5
2.840e+0, 1.571e-5
2.850e+0, 1.562e-5
2.860e+0, 1.567e-5
2.870e+0, 1.559e-5
2.880e+0, 1.565e-5
2.890e+0, 1.561e-5
2.900e+0, 1.570e-5
2.910e+0, 1.574e-5
2.920e+0, 1.603e-5
2.930e+0, 1.610e-5
2.940e+0, 1.665e-5
2.950e+0, 1.674e-5
2.960e+0, 1.695e-5
2.970e+0, 1.725e-5
2.980e+0, 1.726e-5
2.990e+0, 1.720e-5
3.000e+0, 1.734e-5
3.010e+0, 1.728e-5
3.020e+0, 1.730e-5
3.030e+0, 1.721e-5
3.040e+0, 1.727e-5
3.050e+0, 1.725e-5
3.060e+0, 1.731e-5
3.070e+0, 1.729e-5
3.080e+0, 1.737e-5
3.090e+0, 1.730e-5
3.100e+0, 1.735e-5
3.110e+0, 1.728e-5
3.120e+0, 1.728e-5
3.130e+0, 1.712e-5
3.140e+0, 1.701e-5
3.150e+0, 1.691e-5
3.160e+0, 1.706e-5
3.170e+0, 1.708e-5
3.180e+0, 1.722e-5
3.190e+0, 1.720e-5
3.200e+0, 1.729e-5
3.210e+0, 1.721e-5
3.220e+0, 1.729e-5
3.230e+0, 1.722e-5
3.240e+0, 1.726e-5
3.250e+0, 1.724e-5
3.260e+0, 1.729e-5
3.270e+0, 1.725e-5
3.280e+0, 1.735e-5
3.290e+0, 1.729e-5
3.300e+0, 1.729e-5
3.310e+0, 1.720e-5
3.320e+0, 1.720e-5
3.330e+0, 1.711e-5
3.340e+0, 1.719e-5
3.350e+0, 1.722e-5
3.360e+0, 1.733e-5
3.370e+0, 1.726e-5
3.380e+0, 1.730e-5
3.390e+0, 1.724e-5
3.400e+0, 1.728e-5
3.410e+0, 1.719e-5
3.420e+0, 1.724e-5
3.430e+0, 1.717e-5
3.440e+0, 1.724e-5
3.450e+0, 1.718e-5
3.460e+0, 1.725e-5
3.470e+0, 1.719e-5
3.480e+0, 1.724e-5
3.490e+0, 1.719e-5
3.500e+0, 1.719e-5
3.510e+0, 1.710e-5
3.520e+0, 1.715e-5
3.530e+0, 1.712e-5
3.540e+0, 1.715e-5
3.550e+0, 1.701e-5
3.560e+0, 1.706e-5
3.570e+0, 1.688e-5
3.580e+0, 1.662e-5
3.590e+0, 1.649e-5
3.600e+0, 1.657e-5
3.610e+0, 1.671e-5
3.620e+0, 1.705e-5
3.630e+0, 1.708e-5
3.640e+0, 1.719e-5
3.650e+0, 1.717e-5
3.660e+0, 1.747e-5
3.670e+0, 1.752e-5
3.680e+0, 1.748e-5
3.690e+0, 1.747e-5
3.700e+0, 1.760e-5
3.710e+0, 1.791e-5
3.720e+0, 1.806e-5
3.730e+0, 1.807e-5
