July 5, 2024   00:11:22
Amperometric i-t Curve
File: 0.3-0.04-4
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.3
Sample Interval (s) = 0.04
Run Time (sec) = 4e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-4

Results:

Channel 1:

Time/sec, Current/A

4.000e-2, 9.336e-5
8.000e-2, 9.418e-5
1.200e-1, 9.468e-5
1.600e-1, 9.507e-5
2.000e-1, 9.538e-5
2.400e-1, 9.554e-5
2.800e-1, 9.591e-5
3.200e-1, 9.633e-5
3.600e-1, 9.687e-5
4.000e-1, 9.751e-5
4.400e-1, 9.818e-5
4.800e-1, 9.893e-5
5.200e-1, 9.899e-5
5.600e-1, 9.924e-5
6.000e-1, 9.970e-5
6.400e-1, 1.000e-4
6.800e-1, 1.007e-4
7.200e-1, 1.006e-4
7.600e-1, 1.009e-4
8.000e-1, 1.012e-4
8.400e-1, 1.016e-4
8.800e-1, 1.015e-4
9.200e-1, 1.015e-4
9.600e-1, 1.016e-4
1.000e+0, 1.018e-4
1.040e+0, 1.021e-4
1.080e+0, 1.024e-4
1.120e+0, 1.022e-4
1.160e+0, 1.024e-4
1.200e+0, 1.025e-4
1.240e+0, 1.026e-4
1.280e+0, 1.022e-4
1.320e+0, 1.024e-4
1.360e+0, 1.030e-4
1.400e+0, 1.033e-4
1.440e+0, 1.034e-4
1.480e+0, 1.032e-4
1.520e+0, 1.034e-4
1.560e+0, 1.039e-4
1.600e+0, 1.040e-4
1.640e+0, 1.040e-4
1.680e+0, 1.044e-4
1.720e+0, 1.044e-4
1.760e+0, 1.047e-4
1.800e+0, 1.047e-4
1.840e+0, 1.049e-4
1.880e+0, 1.053e-4
1.920e+0, 1.054e-4
1.960e+0, 1.056e-4
2.000e+0, 1.060e-4
2.040e+0, 1.060e-4
2.080e+0, 1.064e-4
2.120e+0, 1.070e-4
2.160e+0, 1.070e-4
2.200e+0, 1.073e-4
2.240e+0, 1.071e-4
2.280e+0, 1.071e-4
2.320e+0, 1.074e-4
2.360e+0, 1.076e-4
2.400e+0, 1.078e-4
2.440e+0, 1.078e-4
2.480e+0, 1.077e-4
2.520e+0, 1.076e-4
2.560e+0, 1.077e-4
2.600e+0, 1.077e-4
2.640e+0, 1.077e-4
2.680e+0, 1.079e-4
2.720e+0, 1.080e-4
2.760e+0, 1.080e-4
2.800e+0, 1.082e-4
2.840e+0, 1.080e-4
2.880e+0, 1.083e-4
2.920e+0, 1.093e-4
2.960e+0, 1.094e-4
3.000e+0, 1.095e-4
3.040e+0, 1.095e-4
3.080e+0, 1.099e-4
3.120e+0, 1.103e-4
3.160e+0, 1.105e-4
3.200e+0, 1.104e-4
3.240e+0, 1.102e-4
3.280e+0, 1.101e-4
3.320e+0, 1.101e-4
3.360e+0, 1.103e-4
3.400e+0, 1.103e-4
3.440e+0, 1.105e-4
3.480e+0, 1.105e-4
3.520e+0, 1.106e-4
3.560e+0, 1.109e-4
3.600e+0, 1.108e-4
3.640e+0, 1.109e-4
3.680e+0, 1.107e-4
3.720e+0, 1.110e-4
3.760e+0, 1.116e-4
3.800e+0, 1.116e-4
3.840e+0, 1.119e-4
3.880e+0, 1.119e-4
3.920e+0, 1.124e-4
3.960e+0, 1.128e-4
4.000e+0, 1.127e-4
4.040e+0, 1.124e-4
4.080e+0, 1.123e-4
4.120e+0, 1.124e-4
4.160e+0, 1.125e-4
4.200e+0, 1.127e-4
4.240e+0, 1.129e-4
4.280e+0, 1.133e-4
4.320e+0, 1.133e-4
4.360e+0, 1.134e-4
4.400e+0, 1.133e-4
4.440e+0, 1.134e-4
4.480e+0, 1.129e-4
4.520e+0, 1.125e-4
4.560e+0, 1.127e-4
4.600e+0, 1.128e-4
4.640e+0, 1.130e-4
4.680e+0, 1.130e-4
4.720e+0, 1.134e-4
4.760e+0, 1.139e-4
4.800e+0, 1.140e-4
4.840e+0, 1.140e-4
4.880e+0, 1.141e-4
4.920e+0, 1.142e-4
4.960e+0, 1.143e-4
5.000e+0, 1.145e-4
5.040e+0, 1.146e-4
5.080e+0, 1.149e-4
5.120e+0, 1.148e-4
5.160e+0, 1.145e-4
5.200e+0, 1.148e-4
5.240e+0, 1.143e-4
5.280e+0, 1.139e-4
5.320e+0, 1.145e-4
5.360e+0, 1.145e-4
5.400e+0, 1.148e-4
5.440e+0, 1.143e-4
5.480e+0, 1.150e-4
5.520e+0, 1.154e-4
5.560e+0, 1.157e-4
5.600e+0, 1.154e-4
5.640e+0, 1.152e-4
5.680e+0, 1.152e-4
5.720e+0, 1.152e-4
5.760e+0, 1.154e-4
5.800e+0, 1.154e-4
5.840e+0, 1.155e-4
5.880e+0, 1.153e-4
5.920e+0, 1.150e-4
5.960e+0, 1.153e-4
6.000e+0, 1.154e-4
6.040e+0, 1.157e-4
6.080e+0, 1.166e-4
6.120e+0, 1.172e-4
6.160e+0, 1.176e-4
6.200e+0, 1.174e-4
6.240e+0, 1.174e-4
6.280e+0, 1.176e-4
6.320e+0, 1.179e-4
6.360e+0, 1.177e-4
6.400e+0, 1.174e-4
6.440e+0, 1.173e-4
6.480e+0, 1.173e-4
6.520e+0, 1.174e-4
6.560e+0, 1.176e-4
6.600e+0, 1.174e-4
6.640e+0, 1.176e-4
6.680e+0, 1.177e-4
6.720e+0, 1.174e-4
6.760e+0, 1.174e-4
6.800e+0, 1.176e-4
6.840e+0, 1.183e-4
6.880e+0, 1.187e-4
6.920e+0, 1.190e-4
6.960e+0, 1.192e-4
7.000e+0, 1.189e-4
7.040e+0, 1.192e-4
7.080e+0, 1.195e-4
7.120e+0, 1.196e-4
7.160e+0, 1.189e-4
7.200e+0, 1.190e-4
7.240e+0, 1.191e-4
7.280e+0, 1.191e-4
7.320e+0, 1.192e-4
7.360e+0, 1.196e-4
7.400e+0, 1.194e-4
7.440e+0, 1.193e-4
7.480e+0, 1.195e-4
7.520e+0, 1.195e-4
7.560e+0, 1.196e-4
7.600e+0, 1.194e-4
7.640e+0, 1.184e-4
7.680e+0, 1.181e-4
7.720e+0, 1.185e-4
7.760e+0, 1.183e-4
7.800e+0, 1.181e-4
7.840e+0, 1.183e-4
7.880e+0, 1.189e-4
7.920e+0, 1.192e-4
7.960e+0, 1.191e-4
8.000e+0, 1.191e-4
8.040e+0, 1.193e-4
8.080e+0, 1.192e-4
8.120e+0, 1.191e-4
8.160e+0, 1.191e-4
8.200e+0, 1.191e-4
8.240e+0, 1.194e-4
8.280e+0, 1.193e-4
8.320e+0, 1.193e-4
8.360e+0, 1.193e-4
8.400e+0, 1.191e-4
8.440e+0, 1.188e-4
8.480e+0, 1.190e-4
8.520e+0, 1.192e-4
8.560e+0, 1.195e-4
8.600e+0, 1.198e-4
8.640e+0, 1.193e-4
8.680e+0, 1.200e-4
8.720e+0, 1.203e-4
8.760e+0, 1.204e-4
8.800e+0, 1.202e-4
8.840e+0, 1.205e-4
8.880e+0, 1.209e-4
8.920e+0, 1.212e-4
8.960e+0, 1.215e-4
9.000e+0, 1.216e-4
9.040e+0, 1.219e-4
9.080e+0, 1.220e-4
9.120e+0, 1.220e-4
9.160e+0, 1.221e-4
9.200e+0, 1.216e-4
9.240e+0, 1.204e-4
9.280e+0, 1.208e-4
9.320e+0, 1.211e-4
9.360e+0, 1.213e-4
9.400e+0, 1.215e-4
9.440e+0, 1.214e-4
9.480e+0, 1.219e-4
9.520e+0, 1.221e-4
9.560e+0, 1.221e-4
9.600e+0, 1.221e-4
9.640e+0, 1.222e-4
9.680e+0, 1.221e-4
9.720e+0, 1.218e-4
9.760e+0, 1.220e-4
9.800e+0, 1.223e-4
9.840e+0, 1.221e-4
9.880e+0, 1.216e-4
9.920e+0, 1.218e-4
9.960e+0, 1.215e-4
1.000e+1, 1.210e-4
1.004e+1, 1.221e-4
1.008e+1, 1.221e-4
1.012e+1, 1.223e-4
1.016e+1, 1.222e-4
1.020e+1, 1.221e-4
1.024e+1, 1.225e-4
1.028e+1, 1.226e-4
1.032e+1, 1.220e-4
1.036e+1, 1.221e-4
1.040e+1, 1.221e-4
1.044e+1, 1.222e-4
1.048e+1, 1.222e-4
1.052e+1, 1.222e-4
1.056e+1, 1.223e-4
1.060e+1, 1.224e-4
1.064e+1, 1.227e-4
1.068e+1, 1.226e-4
1.072e+1, 1.227e-4
1.076e+1, 1.218e-4
1.080e+1, 1.221e-4
1.084e+1, 1.224e-4
1.088e+1, 1.228e-4
1.092e+1, 1.229e-4
1.096e+1, 1.227e-4
1.100e+1, 1.231e-4
1.104e+1, 1.231e-4
1.108e+1, 1.231e-4
1.112e+1, 1.227e-4
1.116e+1, 1.227e-4
1.120e+1, 1.227e-4
1.124e+1, 1.228e-4
1.128e+1, 1.227e-4
1.132e+1, 1.230e-4
1.136e+1, 1.229e-4
1.140e+1, 1.231e-4
1.144e+1, 1.226e-4
1.148e+1, 1.224e-4
1.152e+1, 1.223e-4
1.156e+1, 1.224e-4
1.160e+1, 1.232e-4
1.164e+1, 1.234e-4
1.168e+1, 1.238e-4
1.172e+1, 1.239e-4
1.176e+1, 1.236e-4
1.180e+1, 1.241e-4
1.184e+1, 1.245e-4
