July 4, 2024   23:33:50
Amperometric i-t Curve
File: 0.3-0.03-2
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.3
Sample Interval (s) = 0.03
Run Time (sec) = 4e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-4

Results:

Channel 1:

Time/sec, Current/A

3.000e-2, 6.384e-7
6.000e-2, 6.398e-7
9.000e-2, 1.081e-6
1.200e-1, 1.577e-6
1.500e-1, 1.054e-6
1.800e-1, 2.052e-6
2.100e-1, 4.028e-6
2.400e-1, 5.897e-6
2.700e-1, 5.210e-6
3.000e-1, 7.190e-6
3.300e-1, 8.391e-6
3.600e-1, 7.753e-6
3.900e-1, 1.039e-5
4.200e-1, 1.161e-5
4.500e-1, 1.115e-5
4.800e-1, 1.044e-5
5.100e-1, 8.702e-6
5.400e-1, 5.329e-6
5.700e-1, 5.944e-6
6.000e-1, 5.567e-6
6.300e-1, 5.132e-6
6.600e-1, 6.479e-6
6.900e-1, 6.364e-6
7.200e-1, 7.076e-6
7.500e-1, 9.907e-6
7.800e-1, 1.343e-5
8.100e-1, 1.390e-5
8.400e-1, 1.310e-5
8.700e-1, 1.463e-5
9.000e-1, 1.563e-5
9.300e-1, 1.746e-5
9.600e-1, 2.088e-5
9.900e-1, 2.092e-5
1.020e+0, 2.113e-5
1.050e+0, 1.464e-5
1.080e+0, 1.520e-5
1.110e+0, 2.039e-5
1.140e+0, 1.881e-5
1.170e+0, 2.151e-5
1.200e+0, 2.208e-5
1.230e+0, 2.246e-5
1.260e+0, 2.245e-5
1.290e+0, 2.118e-5
1.320e+0, 2.356e-5
1.350e+0, 2.489e-5
1.380e+0, 2.533e-5
1.410e+0, 2.546e-5
1.440e+0, 2.584e-5
1.470e+0, 2.608e-5
1.500e+0, 2.614e-5
1.530e+0, 2.638e-5
1.560e+0, 2.628e-5
1.590e+0, 2.581e-5
1.620e+0, 2.362e-5
1.650e+0, 2.358e-5
1.680e+0, 2.360e-5
1.710e+0, 2.411e-5
1.740e+0, 2.451e-5
1.770e+0, 2.411e-5
1.800e+0, 2.394e-5
1.830e+0, 2.471e-5
1.860e+0, 2.534e-5
1.890e+0, 2.618e-5
1.920e+0, 2.730e-5
1.950e+0, 2.777e-5
1.980e+0, 2.784e-5
2.010e+0, 2.786e-5
2.040e+0, 2.839e-5
2.070e+0, 2.859e-5
2.100e+0, 2.859e-5
2.130e+0, 2.850e-5
2.160e+0, 2.853e-5
2.190e+0, 2.869e-5
2.220e+0, 2.875e-5
2.250e+0, 2.872e-5
2.280e+0, 2.897e-5
2.310e+0, 2.921e-5
2.340e+0, 2.958e-5
2.370e+0, 2.951e-5
2.400e+0, 2.962e-5
2.430e+0, 2.985e-5
2.460e+0, 2.998e-5
2.490e+0, 2.967e-5
2.520e+0, 2.972e-5
2.550e+0, 2.997e-5
2.580e+0, 2.978e-5
2.610e+0, 3.016e-5
2.640e+0, 3.098e-5
2.670e+0, 3.114e-5
2.700e+0, 3.129e-5
2.730e+0, 3.145e-5
2.760e+0, 3.151e-5
2.790e+0, 3.188e-5
2.820e+0, 3.225e-5
2.850e+0, 3.243e-5
2.880e+0, 3.242e-5
2.910e+0, 3.246e-5
2.940e+0, 3.280e-5
2.970e+0, 3.287e-5
3.000e+0, 3.263e-5
3.030e+0, 3.263e-5
3.060e+0, 3.267e-5
3.090e+0, 3.274e-5
3.120e+0, 3.306e-5
3.150e+0, 3.304e-5
3.180e+0, 3.289e-5
3.210e+0, 3.274e-5
3.240e+0, 3.268e-5
3.270e+0, 3.272e-5
3.300e+0, 3.282e-5
3.330e+0, 3.312e-5
3.360e+0, 3.285e-5
3.390e+0, 3.426e-5
3.420e+0, 4.077e-5
3.450e+0, 4.260e-5
3.480e+0, 4.346e-5
3.510e+0, 4.492e-5
3.540e+0, 4.619e-5
3.570e+0, 4.671e-5
3.600e+0, 4.724e-5
3.630e+0, 4.775e-5
3.660e+0, 4.791e-5
3.690e+0, 4.824e-5
3.720e+0, 4.851e-5
3.750e+0, 4.880e-5
3.780e+0, 4.923e-5
3.810e+0, 4.962e-5
3.840e+0, 4.994e-5
3.870e+0, 5.037e-5
3.900e+0, 5.077e-5
3.930e+0, 5.091e-5
3.960e+0, 5.096e-5
3.990e+0, 5.105e-5
4.020e+0, 5.157e-5
4.050e+0, 5.169e-5
4.080e+0, 5.088e-5
4.110e+0, 5.049e-5
4.140e+0, 5.069e-5
4.170e+0, 5.130e-5
4.200e+0, 5.102e-5
4.230e+0, 5.023e-5
4.260e+0, 4.915e-5
4.290e+0, 4.883e-5
4.320e+0, 4.865e-5
4.350e+0, 4.827e-5
4.380e+0, 4.739e-5
4.410e+0, 4.613e-5
4.440e+0, 4.519e-5
4.470e+0, 4.258e-5
4.500e+0, 3.820e-5
4.530e+0, 2.397e-5
4.560e+0, 6.554e-6
